label,Date,CValue
30-89 days past due,2020-03-31,[1.909e+09]
30-89 days past due,2020-06-30,[4.039e+09]
30-89 days past due,2020-09-30,[-4.18e+09]
30-89 days past due,2020-12-31,[-3.47e+08]
30-89 days past due,2021-03-31,[1.311e+09]
30-89 days past due,2021-06-30,[-3.11e+08]
30-89 days past due,2021-09-30,[-52000000.]
30-89 days past due,2022-03-31,[1.083e+09]
30-89 days past due,2022-06-30,[-2.3e+08]
30-89 days past due,2022-09-30,[-1.93e+08]
30-89 days past due,2022-12-31,[-4.32e+08]
30-89 days past due,2023-03-31,[2.96e+08]
30-89 days past due,2004-12-31,[5.1e+08]
30-89 days past due,2005-03-31,[5.31e+08]
30-89 days past due,2005-12-31,[-1.09e+08]
30-89 days past due,2006-03-31,[4.71e+08]
30-89 days past due,2006-06-30,[-40000000.]
30-89 days past due,2007-03-31,[4.07e+08]
30-89 days past due,2008-03-31,[5.09e+08]
30-89 days past due,2008-09-30,[6.82e+08]
30-89 days past due,2008-12-31,[-4.95e+08]
30-89 days past due,2009-03-31,[8.44e+08]
30-89 days past due,2009-06-30,[-46000000.]
30-89 days past due,2009-09-30,[2.27e+08]
30-89 days past due,2009-12-31,[-2.14e+08]
30-89 days past due,2008-12-31,[64000000.]
30-89 days past due,2009-03-31,[66000000.]
30-89 days past due,2011-03-31,[62000000.]
30-89 days past due,2012-03-31,[1.34e+08]
30-89 days past due,2013-03-31,[1.41e+08]
30-89 days past due,2014-03-31,[1.32e+08]
30-89 days past due,2015-03-31,[1.44e+08]
30-89 days past due,2016-03-31,[1.21e+08]
30-89 days past due,2017-03-31,[72000000.]
30-89 days past due,2009-06-30,[-53000000.]
30-89 days past due,2011-03-31,[3.93e+08]
30-89 days past due,2011-06-30,[-1.71e+08]
30-89 days past due,2011-09-30,[-1.35e+08]
30-89 days past due,2011-12-31,[2.65e+08]
30-89 days past due,2012-03-31,[2.35e+08]
30-89 days past due,2012-09-30,[2.05e+08]
30-89 days past due,2013-03-31,[4.36e+08]
30-89 days past due,2013-06-30,[-2.94e+08]
30-89 days past due,2013-09-30,[1.73e+08]
30-89 days past due,2013-12-31,[-1.09e+08]
30-89 days past due,2014-09-30,[1.2e+08]
30-89 days past due,2014-12-31,[-1.36e+08]
30-89 days past due,2015-03-31,[1.38e+08]
30-89 days past due,2016-06-30,[-54000000.]
30-89 days past due,2016-09-30,[92000000.]
30-89 days past due,2016-12-31,[-82000000.]
30-89 days past due,2020-06-30,[1.769e+09]
30-89 days past due,2020-09-30,[-1.479e+09]
30-89 days past due,2020-12-31,[-1.36e+08]
30-89 days past due,2021-03-31,[1.14e+08]
30-89 days past due,2021-06-30,[-45000000.]
30-89 days past due,2021-12-31,[1.64e+08]
30-89 days past due,2022-09-30,[-57000000.]
30-89 days past due,2023-03-31,[4.11e+08]
90 days or more past due,2002-09-30,[5.68e+08]
90 days or more past due,2003-03-31,[6.84e+08]
90 days or more past due,2004-03-31,[5.7e+08]
90 days or more past due,2004-06-30,[-75000000.]
90 days or more past due,2005-03-31,[4.e+08]
90 days or more past due,2005-06-30,[-68000000.]
90 days or more past due,2005-12-31,[74000000.]
90 days or more past due,2006-03-31,[3.24e+08]
90 days or more past due,2007-03-31,[1.133e+09]
90 days or more past due,2007-06-30,[3.24e+08]
90 days or more past due,2007-09-30,[5.75e+08]
90 days or more past due,2007-12-31,[8.61e+08]
90 days or more past due,2008-03-31,[3.792e+09]
90 days or more past due,2008-06-30,[7.68e+08]
90 days or more past due,2008-09-30,[1.3283e+10]
90 days or more past due,2008-12-31,[2.45e+09]
90 days or more past due,2009-03-31,[2.5465e+10]
90 days or more past due,2009-06-30,[3.96e+09]
90 days or more past due,2009-09-30,[2.96e+09]
90 days or more past due,2009-12-31,[2.584e+09]
90 days or more past due,2010-03-31,[3.6496e+10]
90 days or more past due,2010-06-30,[-1.361e+09]
90 days or more past due,2010-09-30,[1.107e+09]
90 days or more past due,2010-12-31,[-3.032e+09]
90 days or more past due,2011-03-31,[3.3188e+10]
90 days or more past due,2011-06-30,[-1.578e+09]
90 days or more past due,2011-09-30,[-1.178e+09]
90 days or more past due,2011-12-31,[-3.93e+08]
90 days or more past due,2012-03-31,[2.4602e+10]
90 days or more past due,2012-09-30,[-4.405e+09]
90 days or more past due,2012-12-31,[5.05e+08]
90 days or more past due,2013-03-31,[1.9252e+10]
90 days or more past due,2013-06-30,[-2.113e+09]
90 days or more past due,2013-09-30,[-2.586e+09]
90 days or more past due,2013-12-31,[-6.86e+08]
90 days or more past due,2014-03-31,[1.3124e+10]
90 days or more past due,2014-06-30,[-1.009e+09]
90 days or more past due,2014-09-30,[-5.42e+08]
90 days or more past due,2014-12-31,[-5.02e+08]
90 days or more past due,2015-03-31,[1.0286e+10]
90 days or more past due,2015-06-30,[-4.89e+08]
90 days or more past due,2015-09-30,[-5.44e+08]
90 days or more past due,2015-12-31,[-4.58e+08]
90 days or more past due,2016-03-31,[8.274e+09]
90 days or more past due,2016-06-30,[-5.02e+08]
90 days or more past due,2016-09-30,[-7.76e+08]
90 days or more past due,2016-12-31,[-3.37e+08]
90 days or more past due,2017-03-31,[6.283e+09]
90 days or more past due,2017-06-30,[-4.48e+08]
90 days or more past due,2017-09-30,[-3.79e+08]
90 days or more past due,2017-12-31,[-2.17e+08]
90 days or more past due,2018-03-31,[5.027e+09]
90 days or more past due,2018-06-30,[-5.5e+08]
90 days or more past due,2018-09-30,[-4.04e+08]
90 days or more past due,2018-12-31,[-2.56e+08]
90 days or more past due,2019-03-31,[3.583e+09]
90 days or more past due,2019-06-30,[-3.3e+08]
90 days or more past due,2019-09-30,[-1.95e+08]
90 days or more past due,2019-12-31,[-2.14e+08]
90 days or more past due,2020-03-31,[2.638e+09]
90 days or more past due,2020-06-30,[4.07e+08]
90 days or more past due,2020-09-30,[2.599e+09]
90 days or more past due,2020-12-31,[-4.35e+08]
90 days or more past due,2021-03-31,[4.623e+09]
90 days or more past due,2021-06-30,[-6.27e+08]
90 days or more past due,2021-09-30,[-5.26e+08]
90 days or more past due,2021-12-31,[-6.88e+08]
90 days or more past due,2022-03-31,[2.575e+09]
90 days or more past due,2022-06-30,[-4.13e+08]
90 days or more past due,2022-09-30,[-7.53e+08]
90 days or more past due,2022-12-31,[-1.084e+09]
90 days or more past due,2023-03-31,[3.24e+08]
90 days or more past due,2004-12-31,[4.2e+08]
90 days or more past due,2005-03-31,[4.95e+08]
90 days or more past due,2005-12-31,[-1.21e+08]
90 days or more past due,2006-03-31,[3.67e+08]
90 days or more past due,2007-03-31,[3.85e+08]
90 days or more past due,2008-03-31,[4.88e+08]
90 days or more past due,2008-09-30,[5.56e+08]
90 days or more past due,2008-12-31,[-4.42e+08]
90 days or more past due,2009-03-31,[9.08e+08]
90 days or more past due,2009-09-30,[-1.03e+08]
90 days or more past due,2009-12-31,[2.6e+08]
90 days or more past due,2008-12-31,[67000000.]
90 days or more past due,2009-03-31,[80000000.]
90 days or more past due,2011-03-31,[76000000.]
90 days or more past due,2012-03-31,[1.44e+08]
90 days or more past due,2013-03-31,[2.34e+08]
90 days or more past due,2014-03-31,[1.92e+08]
90 days or more past due,2015-03-31,[1.86e+08]
90 days or more past due,2016-03-31,[1.47e+08]
90 days or more past due,2017-03-31,[87000000.]
90 days or more past due,2010-09-30,[92000000.]
90 days or more past due,2010-12-31,[-56000000.]
90 days or more past due,2011-03-31,[4.89e+08]
90 days or more past due,2011-06-30,[-2.17e+08]
90 days or more past due,2011-09-30,[7.5e+08]
90 days or more past due,2011-12-31,[1.74e+08]
90 days or more past due,2012-03-31,[1.129e+09]
90 days or more past due,2012-06-30,[-1.29e+08]
90 days or more past due,2012-09-30,[-71000000.]
90 days or more past due,2012-12-31,[1.87e+08]
90 days or more past due,2013-03-31,[1.46e+09]
90 days or more past due,2013-06-30,[-7.31e+08]
90 days or more past due,2013-09-30,[-70000000.]
90 days or more past due,2013-12-31,[-72000000.]
90 days or more past due,2014-03-31,[1.62e+08]
90 days or more past due,2014-06-30,[1.92e+08]
90 days or more past due,2014-09-30,[-1.51e+08]
90 days or more past due,2014-12-31,[1.61e+08]
90 days or more past due,2015-03-31,[2.75e+08]
90 days or more past due,2015-06-30,[-75000000.]
90 days or more past due,2015-09-30,[1.29e+08]
90 days or more past due,2015-12-31,[-89000000.]
90 days or more past due,2016-03-31,[2.53e+08]
90 days or more past due,2016-09-30,[-1.94e+08]
90 days or more past due,2020-09-30,[9.83e+08]
90 days or more past due,2020-12-31,[-4.49e+08]
90 days or more past due,2021-03-31,[4.27e+08]
90 days or more past due,2021-06-30,[-2.91e+08]
90 days or more past due,2022-03-31,[1.48e+08]
90 days or more past due,2022-09-30,[93000000.]
90 days or more past due,2023-03-31,[2.22e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2008-09-30,[1.528e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2010-06-30,[2.239e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2010-09-30,[3.174e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2011-03-31,[7.065e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2011-06-30,[1.023e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2011-12-31,[2.225e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2012-03-31,[1.1178e+10]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2012-06-30,[-8.91e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2013-03-31,[9.658e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2013-06-30,[-1.769e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2014-03-31,[8.56e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2015-03-31,[7.778e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2015-09-30,[-3.18e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2015-12-31,[-1.421e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2016-03-31,[2.957e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2017-03-31,[5.442e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2018-03-31,[4.365e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2019-03-31,[3.191e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2020-03-31,[4.866e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2021-03-31,[4.321e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2022-03-31,[5.225e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2023-03-31,[4.288e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2008-12-31,[-6.52e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2010-06-30,[2.083e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2011-03-31,[2.23e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2012-03-31,[2.158e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2013-03-31,[1.62e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2014-03-31,[1.47e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2015-03-31,[1.339e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2016-03-31,[8.98e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2020-06-30,[8.34e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2021-03-31,[1.057e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2022-03-31,[9.19e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2008-03-31,[2.594e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2008-06-30,[5.248e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2008-09-30,[-7.618e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2010-06-30,[5.205e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2010-09-30,[2.481e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2011-03-31,[8.021e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2011-09-30,[4.985e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2011-12-31,[2.951e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2012-03-31,[1.7589e+10]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2012-06-30,[-1.458e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2012-09-30,[-1.169e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2012-12-31,[-3.308e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2013-03-31,[3.822e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2013-06-30,[9.65e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2013-09-30,[-1.319e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2013-12-31,[-6.85e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2014-03-31,[2.411e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2015-03-31,[2.137e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2016-03-31,[2.826e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2016-12-31,[-8.67e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2017-03-31,[1.329e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2008-03-31,[9.98e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2008-09-30,[-7.76e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2009-06-30,[1.498e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2009-09-30,[9.46e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2010-03-31,[1.975e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2010-06-30,[1.2151e+10]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2011-03-31,[1.3403e+10]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2011-09-30,[1.615e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2011-12-31,[2.588e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2012-03-31,[1.8808e+10]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2012-06-30,[-1.622e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2013-03-31,[1.6507e+10]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2014-03-31,[1.403e+10]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2014-06-30,[1.244e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2015-03-31,[1.7745e+10]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2015-06-30,[-7.42e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2016-03-31,[1.7264e+10]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2016-09-30,[-1.588e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2016-12-31,[-2.426e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2017-03-31,[1.1896e+10]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2018-03-31,[1.0472e+10]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2018-06-30,[-1.042e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2018-09-30,[-7.02e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2018-12-31,[-6.05e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2019-03-31,[7.618e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2020-03-31,[8.097e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2020-06-30,[1.984e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2020-09-30,[-1.236e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2021-03-31,[8.82e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2022-03-31,[9.558e+09]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2022-09-30,[-9.52e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2022-12-31,[-7.44e+08]
"Maximum amount of credit exposure arising from credit enhancements provided by the reporting bank to other institutions' securitization structures in the form of standby letters of credit, purchased subordinated securities, and other enhancements",2023-03-31,[8.528e+09]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2005-03-31,[65000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2006-03-31,[58000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2006-06-30,[1.26e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2006-09-30,[-82000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2006-12-31,[4.36e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-03-31,[3.94e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-06-30,[-1.92e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2008-03-31,[1.79e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2008-06-30,[-57000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2009-03-31,[74000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2009-12-31,[2.42e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2010-03-31,[2.73e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2010-09-30,[78000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2011-03-31,[4.5e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2012-03-31,[4.54e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2012-09-30,[-2.66e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2013-03-31,[1.44e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2014-03-31,[1.55e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2014-09-30,[-99000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2014-12-31,[3.09e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2015-03-31,[52000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2015-06-30,[2.69e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2015-09-30,[-1.02e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2015-12-31,[-1.46e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2016-03-31,[1.82e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2016-06-30,[73000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2016-09-30,[-44000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2017-03-31,[48000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2017-06-30,[47000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2017-09-30,[70000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2018-03-31,[1.65e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2018-06-30,[-56000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2018-09-30,[2.87e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2018-12-31,[-1.e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2019-03-31,[1.69e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2019-06-30,[1.82e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2019-09-30,[-2.5e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2020-03-31,[1.02e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2021-03-31,[1.12e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2022-03-31,[1.07e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2023-03-31,[1.01e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-06-30,[7.e+09]
